"","landslide_category","landslide_trigger","landslide_size","landslide_setting","fatality_count","injury_count","country_name","year"
"3248","landslide","downpour","medium","unknown",0,NA,"India","10"
"3249","landslide","downpour","medium","unknown",0,0,"Canada","15"
"3250","landslide","tropical_cyclone","medium","unknown",NA,NA,"China","13"
"3251","landslide","downpour","large","unknown",11,NA,"Nepal","12"
"3252","landslide","continuous_rain","medium","unknown",0,0,"India","15"
"3253","landslide","downpour","unknown","unknown",0,0,"Malaysia","14"
"3254","landslide","downpour","medium","above_road",NA,NA,"India","10"
"3255","landslide","downpour","medium","unknown",2,NA,"Indonesia","13"
"3256","landslide","rain","medium","unknown",NA,NA,"Indonesia","12"
"3257","landslide","rain","medium","above_road",0,NA,"United States","11"
"3258","mudslide","rain","medium","unknown",0,NA,"Norway","11"
"3259","landslide","downpour","large","unknown",31,NA,"Bangladesh","12"
"3260","rock_fall","mining","small","mine",1,1,"Bangladesh","16"
"3261","landslide","tropical_cyclone","medium","above_road",0,0,"Haiti","16"
"3262","landslide","continuous_rain","large","unknown",0,0,"India","15"
"3263","landslide","continuous_rain","medium","unknown",1,1,"Philippines","13"
"3264","landslide","downpour","medium","unknown",1,0,"India","15"
"3265","landslide","downpour","small","above_road",0,0,"India","15"
"3266","landslide","downpour","medium","unknown",0,NA,"United States","13"
"3267","rock_fall","rain","medium","above_road",0,0,"United States","15"
"3268","mudslide","downpour","medium","unknown",0,NA,"United States","11"
"3269","landslide","continuous_rain","medium","above_road",0,0,"Taiwan","16"
"3270","landslide","downpour","medium","unknown",0,NA,"India","13"
"3271","landslide","rain","medium","unknown",NA,NA,"United States","13"
"3272","landslide","unknown","unknown","above_road",0,0,"United States","12"
"3273","landslide","unknown","unknown","above_road",0,0,"United States","13"
"3274","landslide","unknown","unknown","above_road",0,0,"United States","12"
"3275","landslide","downpour","medium","unknown",0,NA,"Indonesia","12"
"3276","landslide","downpour","medium","unknown",2,NA,"United Kingdom","12"
"3277","landslide","rain","small","unknown",NA,NA,"New Zealand","08"
"3278","landslide","unknown","unknown","above_road",0,0,"United States","15"
"3279","mudslide","downpour","medium","above_road",0,0,"United States","06"
"3280","landslide","tropical_cyclone","medium","unknown",7,NA,"Taiwan","08"
"3281","debris_flow","downpour","small","unknown",0,NA,"United States","11"
"3282","landslide","downpour","medium","unknown",NA,NA,"Trinidad and Tobago","08"
"3283","landslide","rain","small","unknown",0,NA,"India","11"
"3284","landslide","rain","medium","unknown",NA,NA,"Nepal","07"
"3285","landslide","downpour","small","above_road",0,NA,"United States","11"
"3286","landslide","rain","medium","mine",0,0,"United States","15"
"3287","landslide","tropical_cyclone","medium","unknown",NA,NA,"Philippines","08"
"3288","landslide","rain","small","unknown",0,NA,"United States","08"
"3289","mudslide","downpour","large","above_road",4,0,"Bolivia","14"
"3290","rock_fall","rain","medium","above_road",1,2,"Greece","09"
"3291","landslide","downpour","medium","unknown",4,NA,"China","10"
"3292","landslide","downpour","medium","unknown",6,NA,"Bangladesh","10"
"3293","mudslide","downpour","medium","unknown",NA,NA,"United States","08"
"3294","landslide","tropical_cyclone","large","unknown",28,6,"Philippines","13"
"3295","landslide","rain","medium","unknown",0,NA,"United States","11"
"3296","landslide","unknown","medium","unknown",0,0,"Malaysia","14"
"3297","landslide","downpour","medium","unknown",0,NA,"India","10"
"3298","mudslide","monsoon","medium","unknown",0,NA,"India","10"
"3299","landslide","tropical_cyclone","medium","unknown",NA,NA,"China","13"
"3300","landslide","rain","large","unknown",0,0,"United States","11"
"3301","landslide","continuous_rain","medium","above_road",0,0,"India","15"
"3302","mudslide","downpour","medium","unknown",3,NA,"Ecuador","10"
"3303","landslide","tropical_cyclone","medium","unknown",NA,NA,"Taiwan","07"
"3304","landslide","downpour","medium","unknown",0,NA,"United States","11"
"3305","landslide","rain","large","unknown",NA,NA,"Indonesia","13"
"3306","mudslide","downpour","medium","unknown",0,NA,"United States","13"
"3307","complex","downpour","medium","unknown",0,NA,"Australia","12"
"3308","mudslide","rain","medium","above_road",0,0,"United States","15"
"3309","mudslide","downpour","small","unknown",0,NA,"United States","13"
"3310","landslide","tropical_cyclone","small","unknown",2,0,"Bangladesh","16"
"3311","landslide","unknown","medium","unknown",0,NA,"Australia","12"
